TA position	Plate	Row	Column	Well Hits	Location	Annotation
1527589	5	C	4	1	gene	ID=gene1519;Name=ERDMAN_1520;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1520
3641828	5	C	5	1	gene	ID=gene3588;Name=ERDMAN_3589;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3589
325453	5	C	6	1	gene	ID=gene298;Name=fadD2;gbkey=Gene;gene=fadD2;gene_biotype=protein_coding;locus_tag=ERDMAN_0299
4379575	5	C	7	1	gene	ID=gene4289;Name=ERDMAN_4290;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4290
2072152	5	C	8	1	gene	ID=gene2023;Name=ERDMAN_2024;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2024
1838262	5	C	10	1	gene	ID=gene1809;Name=ERDMAN_1810;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1810
953235	5	C	11	1	gene	ID=gene950;Name=fadA;gbkey=Gene;gene=fadA;gene_biotype=protein_coding;locus_tag=ERDMAN_0951
2084270	5	C	12	1	gene	ID=gene2031;Name=guaB1;gbkey=Gene;gene=guaB1;gene_biotype=protein_coding;locus_tag=ERDMAN_2032
2424341	5	D	1	2	intergenic/unannotated	NA
3918581	5	D	1	2	intergenic/unannotated	NA
1882499	5	D	2	1	gene	ID=gene1837;Name=ERDMAN_1838;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1838
2722906	5	D	3	1	gene	ID=gene2680;Name=rbsK;gbkey=Gene;gene=rbsK;gene_biotype=protein_coding;locus_tag=ERDMAN_2681
4364629	5	D	4	1	gene	ID=gene4275;Name=ERDMAN_4276;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4276
2378978	5	D	5	1	intergenic/unannotated	NA
2072647	5	D	6	1	gene	ID=gene2023;Name=ERDMAN_2024;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2024
1586017	5	D	7	1	gene	ID=gene1576;Name=lprH;gbkey=Gene;gene=lprH;gene_biotype=protein_coding;locus_tag=ERDMAN_1577
3572992	5	D	8	1	intergenic/unannotated	NA
2805578	5	D	9	1	gene	ID=gene2751;Name=accD1;gbkey=Gene;gene=accD1;gene_biotype=protein_coding;locus_tag=ERDMAN_2752
2989965	5	D	10	1	gene	ID=gene2947;Name=arsB1;gbkey=Gene;gene=arsB1;gene_biotype=protein_coding;locus_tag=ERDMAN_2948
1952642	5	D	11	1	intergenic/unannotated	NA
3677527	5	D	12	1	gene	ID=gene3620;Name=amiA1;gbkey=Gene;gene=amiA1;gene_biotype=protein_coding;locus_tag=ERDMAN_3621
2202558	5	E	1	1	gene	ID=gene2165;Name=mce3B;gbkey=Gene;gene=mce3B;gene_biotype=protein_coding;locus_tag=ERDMAN_2166
2869204	5	E	2	1	gene	ID=gene2817;Name=ERDMAN_2818;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2818
563531	5	E	3	1	intergenic/unannotated	NA
3781584	5	E	4	1	gene	ID=gene3703;Name=ERDMAN_3704;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3704
198718	5	E	5	1	gene	ID=gene193;Name=mce1A;gbkey=Gene;gene=mce1A;gene_biotype=protein_coding;locus_tag=ERDMAN_0194
433929	5	E	6	1	gene	ID=gene393;Name=PPE8;gbkey=Gene;gene=PPE8;gene_biotype=protein_coding;locus_tag=ERDMAN_0394
3023612	5	E	7	1	gene	ID=gene2984;Name=fadE20;gbkey=Gene;gene=fadE20;gene_biotype=protein_coding;locus_tag=ERDMAN_2985
3831674	5	E	8	1	intergenic/unannotated	NA
2355054	5	E	9	1	gene	ID=gene2316;Name=ERDMAN_2317;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2317
3929009	5	E	10	1	gene	ID=gene3851;Name=ERDMAN_3852;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3852
2017462	5	E	11	1	gene	ID=gene1975;Name=PPE25;gbkey=Gene;gene=PPE25;gene_biotype=protein_coding;locus_tag=ERDMAN_1976
1582182	5	F	1	1	gene	ID=gene1570;Name=ribC;gbkey=Gene;gene=ribC;gene_biotype=protein_coding;locus_tag=ERDMAN_1571
685024	5	F	2	1	gene	ID=gene642;Name=ERDMAN_0643;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0643
1610852	5	F	3	2	intergenic/unannotated	NA
3576817	5	F	3	2	gene	ID=gene3525;Name=ERDMAN_3526;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3526
2712546	5	F	4	1	gene	ID=gene2668;Name=ERDMAN_2669;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2669
3450968	5	F	5	1	gene	ID=gene3387;Name=ERDMAN_3388;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3388
70220	5	F	6	1	gene	ID=gene75;Name=ERDMAN_0076;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0076
3570281	5	F	7	1	intergenic/unannotated	NA
1395042	5	F	8	1	gene	ID=gene1395;Name=ERDMAN_1396;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1396
1581536	5	F	9	1	intergenic/unannotated	NA
3263366	5	F	10	1	gene	ID=gene3219;Name=drrC;gbkey=Gene;gene=drrC;gene_biotype=protein_coding;locus_tag=ERDMAN_3220
4011930	5	F	11	1	gene	ID=gene3936;Name=mutY;gbkey=Gene;gene=mutY;gene_biotype=protein_coding;locus_tag=ERDMAN_3937
1139728	5	G	1	1	gene	ID=gene1135;Name=mfd;gbkey=Gene;gene=mfd;gene_biotype=protein_coding;locus_tag=ERDMAN_1136
3160630	5	G	2	1	gene	ID=gene3136;Name=glnA4;gbkey=Gene;gene=glnA4;gene_biotype=protein_coding;locus_tag=ERDMAN_3137
2935771	5	G	3	1	gene	ID=gene2879;Name=ERDMAN_2880;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2880
2668940	5	G	4	1	intergenic/unannotated	NA
2768479	5	G	5	1	gene	ID=gene2723;Name=gdh;gbkey=Gene;gene=gdh;gene_biotype=protein_coding;locus_tag=ERDMAN_2724
523380	5	G	6	1	gene	ID=gene476;Name=ERDMAN_0477;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0477
221699	5	G	7	1	gene	ID=gene215;Name=ERDMAN_0216;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0216
2957721	5	G	8	1	intergenic/unannotated	NA
1768010	5	G	10	1	intergenic/unannotated	NA
1476704	5	G	11	1	gene	ID=gene1473;Name=alkA;gbkey=Gene;gene=alkA;gene_biotype=protein_coding;locus_tag=ERDMAN_1474
2741432	5	G	12	1	intergenic/unannotated	NA
1442639	5	H	1	1	gene	ID=gene1439;Name=ERDMAN_1440;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1440
4196623	5	H	2	1	gene	ID=gene4130;Name=ERDMAN_4131;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4131
3893758	5	H	3	1	gene	ID=gene3820;Name=ERDMAN_3821;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3821
953263	5	H	4	1	gene	ID=gene950;Name=fadA;gbkey=Gene;gene=fadA;gene_biotype=protein_coding;locus_tag=ERDMAN_0951
3656980	5	H	6	1	gene	ID=gene3605;Name=lat;gbkey=Gene;gene=lat;gene_biotype=protein_coding;locus_tag=ERDMAN_3606
2366457	5	H	7	1	gene	ID=gene2328;Name=ERDMAN_2329;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2329
140829	5	H	8	1	gene	ID=gene135;Name=oxyS;gbkey=Gene;gene=oxyS;gene_biotype=protein_coding;locus_tag=ERDMAN_0136
2838439	5	H	9	1	intergenic/unannotated	NA
3508613	5	H	10	1	gene	ID=gene3456;Name=nuoL;gbkey=Gene;gene=nuoL;gene_biotype=protein_coding;locus_tag=ERDMAN_3457
1986737	5	H	12	1	gene	ID=gene1946;Name=ERDMAN_1947;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1947
1297682	6	A	1	1	gene	ID=gene1310;Name=PPE17;gbkey=Gene;gene=PPE17;gene_biotype=protein_coding;locus_tag=ERDMAN_1311
2445923	6	A	2	1	gene	ID=gene2409;Name=ERDMAN_2410;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2410
374299	6	A	3	1	gene	ID=gene338;Name=PPE5;gbkey=Gene;gene=PPE5;gene_biotype=protein_coding;locus_tag=ERDMAN_0339
2763088	6	A	4	1	gene	ID=gene2718;Name=aglA;gbkey=Gene;gene=aglA;gene_biotype=protein_coding;locus_tag=ERDMAN_2719
1701496	6	A	5	1	intergenic/unannotated	NA
1841364	6	A	6	1	gene	ID=gene1811;Name=ERDMAN_1812;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1812
1378175	6	A	7	1	gene	ID=gene1381;Name=sugA;gbkey=Gene;gene=sugA;gene_biotype=protein_coding;locus_tag=ERDMAN_1382
3288701	6	A	9	1	gene	ID=gene3230;Name=fadD22;gbkey=Gene;gene=fadD22;gene_biotype=protein_coding;locus_tag=ERDMAN_3231
3824797	6	A	10	1	gene	ID=gene3746;Name=ERDMAN_3747;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3747
3897747	6	A	11	1	gene	ID=gene3824;Name=ERDMAN_3825;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3825
1072532	6	A	12	1	gene	ID=gene1064;Name=lprP;gbkey=Gene;gene=lprP;gene_biotype=protein_coding;locus_tag=ERDMAN_1065
3894597	6	B	1	1	gene	ID=gene3821;Name=ERDMAN_3822;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3822
2164617	6	B	2	1	gene	ID=gene2115;Name=lppF;gbkey=Gene;gene=lppF;gene_biotype=protein_coding;locus_tag=ERDMAN_2116
1480360	6	B	3	1	gene	ID=gene1475;Name=ERDMAN_1476;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1476
600719	6	B	4	1	gene	ID=gene556;Name=mmpL2;gbkey=Gene;gene=mmpL2;gene_biotype=protein_coding;locus_tag=ERDMAN_0557
1627471	6	B	6	2	intergenic/unannotated	NA
1631060	6	B	6	2	intergenic/unannotated	NA
3034326	6	B	7	1	intergenic/unannotated	NA
1992002	6	B	8	1	gene	ID=gene1956;Name=PE_PGRS31;gbkey=Gene;gene=PE_PGRS31;gene_biotype=protein_coding;locus_tag=ERDMAN_1957
3715258	6	B	9	1	gene	ID=gene3660;Name=ERDMAN_3661;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3661
1036878	6	B	10	1	gene	ID=gene1031;Name=pknD;gbkey=Gene;gene=pknD;gene_biotype=protein_coding;locus_tag=ERDMAN_1032
2258759	6	B	11	1	intergenic/unannotated	NA
322627	6	B	12	1	intergenic/unannotated	NA
693172	6	C	1	1	gene	ID=gene651;Name=lprL;gbkey=Gene;gene=lprL;gene_biotype=protein_coding;locus_tag=ERDMAN_0652
1141806	6	C	3	1	gene	ID=gene1136;Name=ERDMAN_1137;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1137
2122177	6	C	4	1	gene	ID=gene2071;Name=cyp140;gbkey=Gene;gene=cyp140;gene_biotype=protein_coding;locus_tag=ERDMAN_2072
1689457	6	C	5	1	intergenic/unannotated	NA
306447	6	C	6	1	gene	ID=gene283;Name=cobQ1;gbkey=Gene;gene=cobQ1;gene_biotype=protein_coding;locus_tag=ERDMAN_0284
3064797	6	C	10	1	intergenic/unannotated	NA
831572	6	C	11	1	intergenic/unannotated	NA
428341	6	C	12	1	gene	ID=gene393;Name=PPE8;gbkey=Gene;gene=PPE8;gene_biotype=protein_coding;locus_tag=ERDMAN_0394
2166476	6	D	1	1	gene	ID=gene2117;Name=lipD;gbkey=Gene;gene=lipD;gene_biotype=protein_coding;locus_tag=ERDMAN_2118
863204	6	D	2	1	gene	ID=gene851;Name=ERDMAN_0852;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0852
1017467	6	D	3	1	intergenic/unannotated	NA
2485514	6	D	4	1	gene	ID=gene2441;Name=ERDMAN_2442;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2442
2364483	6	D	5	1	gene	ID=gene2327;Name=ERDMAN_2328;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2328
365549	6	D	7	1	gene	ID=gene336;Name=ERDMAN_0337;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0337
4038707	6	D	8	1	gene	ID=gene3960;Name=ephA;gbkey=Gene;gene=ephA;gene_biotype=protein_coding;locus_tag=ERDMAN_3961
2367722	6	D	9	1	gene	ID=gene2330;Name=ERDMAN_2331;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2331
4207794	6	D	10	1	gene	ID=gene4144;Name=ERDMAN_4145;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4145
2758306	6	E	1	1	gene	ID=gene2714;Name=pepN;gbkey=Gene;gene=pepN;gene_biotype=protein_coding;locus_tag=ERDMAN_2715
2196352	6	E	2	1	intergenic/unannotated	NA
385588	6	E	3	1	gene	ID=gene350;Name=glpQ2;gbkey=Gene;gene=glpQ2;gene_biotype=protein_coding;locus_tag=ERDMAN_0351
4178875	6	E	4	1	gene	ID=gene4107;Name=ERDMAN_4108;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4108
4318484	6	E	5	1	gene	ID=gene4233;Name=ERDMAN_4234;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4234
3293027	6	E	6	1	intergenic/unannotated	NA
2084696	6	E	7	1	gene	ID=gene2032;Name=gnd1;gbkey=Gene;gene=gnd1;gene_biotype=protein_coding;locus_tag=ERDMAN_2033
985782	6	E	8	1	gene	ID=gene982;Name=ERDMAN_0983;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0983
1269339	6	E	9	1	gene	ID=gene1279;Name=mcr;gbkey=Gene;gene=mcr;gene_biotype=protein_coding;locus_tag=ERDMAN_1280
3729874	6	E	10	3	gene	ID=gene3664;Name=PPE55;gbkey=Gene;gene=PPE55;gene_biotype=protein_coding;locus_tag=ERDMAN_3665
3740306	6	E	10	3	gene	ID=gene3669;Name=ERDMAN_3670;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3670
3745634	6	E	10	3	gene	ID=gene3671;Name=PPE56;gbkey=Gene;gene=PPE56;gene_biotype=protein_coding;locus_tag=ERDMAN_3672
1822820	6	E	11	1	gene	ID=gene1796;Name=ERDMAN_1797;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1797
2223316	6	E	12	1	intergenic/unannotated	NA
3172106	6	F	1	1	gene	ID=gene3148;Name=ERDMAN_3149;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3149
1598361	6	F	2	1	gene	ID=gene1587;Name=ERDMAN_1588;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1588
3993441	6	F	3	1	intergenic/unannotated	NA
3936819	6	F	4	1	gene	ID=gene3857;Name=ERDMAN_3858;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3858
2381263	6	F	5	2	intergenic/unannotated	NA
2529897	6	F	5	2	intergenic/unannotated	NA
702034	6	F	6	1	gene	ID=gene663;Name=lpqO;gbkey=Gene;gene=lpqO;gene_biotype=protein_coding;locus_tag=ERDMAN_0664
2160148	6	F	7	1	gene	ID=gene2111;Name=PPE35;gbkey=Gene;gene=PPE35;gene_biotype=protein_coding;locus_tag=ERDMAN_2112
2246620	6	F	8	1	gene	ID=gene2209;Name=otsB1;gbkey=Gene;gene=otsB1;gene_biotype=protein_coding;locus_tag=ERDMAN_2210
852235	6	F	9	1	gene	ID=gene838;Name=phoP;gbkey=Gene;gene=phoP;gene_biotype=protein_coding;locus_tag=ERDMAN_0839
171909	6	F	10	1	gene	ID=gene167;Name=ERDMAN_0168;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0168
3314715	6	F	11	1	intergenic/unannotated	NA
1027769	6	F	12	1	gene	ID=gene1023;Name=ERDMAN_1024;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1024
140137	6	G	1	1	gene	ID=gene134;Name=ERDMAN_0135;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0135
2094881	6	G	2	1	gene	ID=gene2043;Name=ERDMAN_2044;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2044
470487	6	G	3	1	gene	ID=gene430;Name=metZ;gbkey=Gene;gene=metZ;gene_biotype=protein_coding;locus_tag=ERDMAN_0431
1775391	6	G	4	2	gene	ID=gene1750;Name=ERDMAN_1751;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1751
1883132	6	G	4	2	gene	ID=gene1838;Name=ERDMAN_1839;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1839
1839331	6	G	5	1	intergenic/unannotated	NA
3616484	6	G	6	1	gene	ID=gene3565;Name=alkB;gbkey=Gene;gene=alkB;gene_biotype=protein_coding;locus_tag=ERDMAN_3566
3230954	6	G	7	1	intergenic/unannotated	NA
2390225	6	G	8	1	gene	ID=gene2354;Name=lppL;gbkey=Gene;gene=lppL;gene_biotype=protein_coding;locus_tag=ERDMAN_2355
305178	6	G	9	1	gene	ID=gene282;Name=cobU;gbkey=Gene;gene=cobU;gene_biotype=protein_coding;locus_tag=ERDMAN_0283
4271174	6	G	10	1	gene	ID=gene4189;Name=mmpL8;gbkey=Gene;gene=mmpL8;gene_biotype=protein_coding;locus_tag=ERDMAN_4190
2089707	6	G	11	1	gene	ID=gene2038;Name=ureC;gbkey=Gene;gene=ureC;gene_biotype=protein_coding;locus_tag=ERDMAN_2039
2603353	6	H	1	1	gene	ID=gene2566;Name=mmpL9;gbkey=Gene;gene=mmpL9;gene_biotype=protein_coding;locus_tag=ERDMAN_2567
3284727	6	H	2	1	gene	ID=gene3228;Name=pks1;gbkey=Gene;gene=pks1;gene_biotype=protein_coding;locus_tag=ERDMAN_3229
1354715	6	H	3	1	gene	ID=gene1357;Name=glgC;gbkey=Gene;gene=glgC;gene_biotype=protein_coding;locus_tag=ERDMAN_1358
1602454	6	H	4	1	gene	ID=gene1589;Name=ERDMAN_1590;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1590
670832	6	H	6	1	gene	ID=gene630;Name=ERDMAN_0631;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0631
1737621	6	H	8	1	gene	ID=gene1717;Name=glbN;gbkey=Gene;gene=glbN;gene_biotype=protein_coding;locus_tag=ERDMAN_1718
2321887	6	H	9	1	intergenic/unannotated	NA
4306137	6	H	10	1	intergenic/unannotated	NA
1274481	6	H	11	2	gene	ID=gene1285;Name=ERDMAN_1286;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1286
2189849	6	H	11	2	gene	ID=gene2145;Name=ERDMAN_2146;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2146
3914187	6	H	12	1	gene	ID=gene3843;Name=fdxD;gbkey=Gene;gene=fdxD;gene_biotype=protein_coding;locus_tag=ERDMAN_3844
192973	7	A	1	1	intergenic/unannotated	NA
3655722	7	A	2	1	gene	ID=gene3604;Name=ERDMAN_3605;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3605
4269476	7	A	3	1	gene	ID=gene4189;Name=mmpL8;gbkey=Gene;gene=mmpL8;gene_biotype=protein_coding;locus_tag=ERDMAN_4190
3846857	7	A	4	1	gene	ID=gene3771;Name=esxT;gbkey=Gene;gene=esxT;gene_biotype=protein_coding;locus_tag=ERDMAN_3772
3151023	7	A	5	1	gene	ID=gene3127;Name=PE_PGRS48;gbkey=Gene;gene=PE_PGRS48;gene_biotype=protein_coding;locus_tag=ERDMAN_3128
1542918	7	A	7	1	gene	ID=gene1533;Name=ERDMAN_1534;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1534
1339142	7	A	8	2	intergenic/unannotated	NA
2612634	7	A	8	2	intergenic/unannotated	NA
1949628	7	A	9	2	gene	ID=gene1911;Name=narK2;gbkey=Gene;gene=narK2;gene_biotype=protein_coding;locus_tag=ERDMAN_1912
2602299	7	A	9	2	gene	ID=gene2566;Name=mmpL9;gbkey=Gene;gene=mmpL9;gene_biotype=protein_coding;locus_tag=ERDMAN_2567
1065697	7	A	10	1	gene	ID=gene1057;Name=purN;gbkey=Gene;gene=purN;gene_biotype=protein_coding;locus_tag=ERDMAN_1058
486080	7	A	11	1	gene	ID=gene446;Name=fadD30;gbkey=Gene;gene=fadD30;gene_biotype=protein_coding;locus_tag=ERDMAN_0447
3009923	7	A	12	1	gene	ID=gene2971;Name=sigB;gbkey=Gene;gene=sigB;gene_biotype=protein_coding;locus_tag=ERDMAN_2972
1380585	7	B	1	1	gene	ID=gene1384;Name=corA;gbkey=Gene;gene=corA;gene_biotype=protein_coding;locus_tag=ERDMAN_1385
2360330	7	B	2	1	gene	ID=gene2322;Name=PE22;gbkey=Gene;gene=PE22;gene_biotype=protein_coding;locus_tag=ERDMAN_2323
1170253	7	B	3	1	gene	ID=gene1167;Name=ERDMAN_1168;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1168
10827	7	B	4	1	gene	ID=gene7;Name=ERDMAN_0008;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0008
2129211	7	B	5	1	intergenic/unannotated	NA
1527458	7	B	6	1	gene	ID=gene1519;Name=ERDMAN_1520;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1520
1970226	7	B	7	1	gene	ID=gene1930;Name=ERDMAN_1931;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1931
231081	7	B	10	1	gene	ID=gene222;Name=ERDMAN_0223;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0223
4323568	7	B	11	1	gene	ID=gene4238;Name=ERDMAN_4239;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4239
2857983	7	B	12	1	gene	ID=gene2806;Name=ERDMAN_2807;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2807
3404052	7	C	1	1	gene	ID=gene3345;Name=ERDMAN_3346;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3346
4354899	7	C	2	1	gene	ID=gene4268;Name=esxC;gbkey=Gene;gene=esxC;gene_biotype=protein_coding;locus_tag=ERDMAN_4269
1582182	7	C	3	1	gene	ID=gene1570;Name=ribC;gbkey=Gene;gene=ribC;gene_biotype=protein_coding;locus_tag=ERDMAN_1571
3033472	7	C	4	1	gene	ID=gene2993;Name=ERDMAN_2994;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2994
81636	7	C	6	1	gene	ID=gene87;Name=ERDMAN_0088;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0088
222053	7	C	7	1	gene	ID=gene215;Name=ERDMAN_0216;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0216
1523001	7	C	8	1	gene	ID=gene1516;Name=ERDMAN_1517;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1517
878246	7	C	9	1	gene	ID=gene865;Name=emrB;gbkey=Gene;gene=emrB;gene_biotype=protein_coding;locus_tag=ERDMAN_0866
868408	7	C	10	1	gene	ID=gene856;Name=ERDMAN_0857;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0857
1037091	7	C	11	1	gene	ID=gene1031;Name=pknD;gbkey=Gene;gene=pknD;gene_biotype=protein_coding;locus_tag=ERDMAN_1032
2913087	7	C	12	1	gene	ID=gene2852;Name=ruvC;gbkey=Gene;gene=ruvC;gene_biotype=protein_coding;locus_tag=ERDMAN_2853
2220782	7	D	1	1	gene	ID=gene2185;Name=ERDMAN_2186;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2186
3731656	7	D	2	1	gene	ID=gene3664;Name=PPE55;gbkey=Gene;gene=PPE55;gene_biotype=protein_coding;locus_tag=ERDMAN_3665
3780915	7	D	3	1	intergenic/unannotated	NA
598303	7	D	4	1	intergenic/unannotated	NA
1707205	7	D	6	1	gene	ID=gene1696;Name=mmpL12;gbkey=Gene;gene=mmpL12;gene_biotype=protein_coding;locus_tag=ERDMAN_1697
2041961	7	D	8	1	gene	ID=gene1996;Name=PPE32;gbkey=Gene;gene=PPE32;gene_biotype=protein_coding;locus_tag=ERDMAN_1997
4267800	7	D	9	1	gene	ID=gene4188;Name=ERDMAN_4189;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4189
1614285	7	D	10	1	gene	ID=gene1600;Name=bisC;gbkey=Gene;gene=bisC;gene_biotype=protein_coding;locus_tag=ERDMAN_1601
3911496	7	D	11	1	gene	ID=gene3840;Name=yrbE4B;gbkey=Gene;gene=yrbE4B;gene_biotype=protein_coding;locus_tag=ERDMAN_3841
2940997	7	D	12	1	gene	ID=gene2885;Name=ERDMAN_2886;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2886
999937	7	E	1	1	gene	ID=gene992;Name=ERDMAN_0993;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0993
3776047	7	E	2	1	intergenic/unannotated	NA
1089398	7	E	3	1	gene	ID=gene1083;Name=ERDMAN_1084;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1084
991144	7	E	4	1	intergenic/unannotated	NA
1880994	7	E	5	1	gene	ID=gene1836;Name=ERDMAN_1837;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1837
4036726	7	E	6	1	gene	ID=gene3959;Name=ERDMAN_3960;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3960
1072544	7	E	7	1	gene	ID=gene1064;Name=lprP;gbkey=Gene;gene=lprP;gene_biotype=protein_coding;locus_tag=ERDMAN_1065
274022	7	E	8	1	gene	ID=gene255;Name=ERDMAN_0256;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0256
37342	7	E	9	1	gene	ID=gene42;Name=fadD34;gbkey=Gene;gene=fadD34;gene_biotype=protein_coding;locus_tag=ERDMAN_0043
830825	7	E	10	1	gene	ID=gene810;Name=ERDMAN_0811;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0811
3178427	7	E	11	1	gene	ID=gene3156;Name=ERDMAN_3157;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3157
115865	7	E	12	1	gene	ID=gene117;Name=nrp;gbkey=Gene;gene=nrp;gene_biotype=protein_coding;locus_tag=ERDMAN_0118
3414232	7	F	2	1	gene	ID=gene3352;Name=cstA;gbkey=Gene;gene=cstA;gene_biotype=protein_coding;locus_tag=ERDMAN_3353
2015880	7	F	3	1	intergenic/unannotated	NA
3829257	7	F	4	1	gene	ID=gene3751;Name=ERDMAN_3752;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3752
2194087	7	F	5	1	gene	ID=gene2154;Name=ERDMAN_2155;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2155
2401078	7	F	6	1	gene	ID=gene2367;Name=yfiH;gbkey=Gene;gene=yfiH;gene_biotype=protein_coding;locus_tag=ERDMAN_2368
4182316	7	F	8	1	gene	ID=gene4115;Name=ERDMAN_4116;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4116
